Customer_id,corp,cohort,cohort_text,ethnic,language,groupcode,cust_res,enhanced_est_income,i1_combined_age,i1_gendercode,dwelling_type,length_of_residence,number_of_children,occupation_group1,education_individual1,product_id,zipcode,ethnic1,lnguage,lnth_res
647,7801,N67,N67,19,1,E,2,L,E52,M,S,8,4,K3,14,18,11545,ITALIAN,ENGLISH,6-10 Years
648,7840,L61,L61,13,1,L,2,E,E39,F,S,16,2,K8,12,18,11772,CZECH,ENGLISH,16-20 Years
649,7836,B08,B08,E1,1,A,2,C,E40,F,A,10,0,I3,51,18,11233,AFRICAN AMERICAN,ENGLISH,6-10 Years
650,7840,K59,K59,22,22,L,8,J,E55,M,S,12,0,I1,13,18,11769,POLISH,POLISH,11-15 Years
651,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
652,7801,L60,L60,66,1,J,1,E,E70,F,S,38,0,I9,51,18,11768,JEWISH,ENGLISH,36+ Years
653,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
654,7868,L60,L60,1,1,K,3,F,~,F,~,19,0,I6,51,18,11713,ENGLISH,ENGLISH,16-20 Years
655,7801,L63,L63,19,19,E,3,E,E75,M,S,27,0,K3,54,5,11746,ITALIAN,ITALIAN,26-30 Years
656,7876,O68,O68,15,1,K,1,I,E56,F,S,20,0,I3,53,5,7928,IRISH,ENGLISH,16-20 Years
657,7868,L63,L63,1,1,K,1,G,I32,M,S,0,0,I6,54,18,11934,ENGLISH,ENGLISH,0 Years
658,7858,J52,J52,S5,1,A,3,E,E51,F,S,24,1,K1,14,18,11550,AFRICAN AMERICAN,ENGLISH,20-25 Years
659,7873,K58,K58,1,1,K,1,F,E61,M,S,24,0,I6,51,18,7430,ENGLISH,ENGLISH,20-25 Years
660,7868,L61,L61,15,1,K,1,G,~,M,A,28,0,U0,0,18,11772,IRISH,ENGLISH,26-30 Years
661,7836,E26,E26,S3,1,A,1,F,~,U,~,5,0,I3,54,18,11216,AFRICAN AMERICAN,ENGLISH,1-5 Years
662,7803,F31,F31,16,1,K,9,K,E43,M,A,3,0,I8,51,18,10549,WELSH,ENGLISH,1-5 Years
663,7840,H42,H42,21,20,Z,4,E,E40,M,S,11,0,I6,55,5,11738,PORTUGUESE,SPANISH,11-15 Years
664,7801,P70,P70,15,1,K,2,E,E70,M,S,38,0,I9,54,18,11803,IRISH,ENGLISH,36+ Years
665,7848,N67,N67,66,1,J,2,L,E54,M,S,22,1,K3,14,18,11024E,JEWISH,ENGLISH,20-25 Years
666,7868,H42,H42,1,~,K,1,D,E73,M,S,38,0,I9,51,18,11967,ENGLISH,UNKNOWN,36+ Years
667,7801,K59,K59,10,1,K,2,H,E57,M,S,20,0,I1,13,18,11758,GERMAN,ENGLISH,16-20 Years
668,7801,I48,I48,19,1,E,2,K,E50,F,S,16,1,I3,51,18,11768,ITALIAN,ENGLISH,16-20 Years
669,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
670,7836,H42,H42,85,1,A,3,E,E45,F,A,10,0,I5,13,5,11225,AFRICAN AMERICAN,ENGLISH,6-10 Years
671,7840,K55,K55,15,1,K,5,F,E54,F,S,14,1,K4,11,18,11789,IRISH,ENGLISH,11-15 Years
672,7801,N65,N65,2,1,K,3,D,E80,F,S,36,0,K8,51,18,11758,SCOTTISH,ENGLISH,36+ Years
673,7801,N66,N66,22,1,L,1,J,E39,M,S,8,3,I1,53,18,11577,POLISH,ENGLISH,6-10 Years
674,7868,J54,J54,19,1,E,6,D,E64,F,S,6,3,I8,51,3,11776,ITALIAN,ENGLISH,6-10 Years
675,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
676,7801,K55,K55,15,1,K,4,D,E76,F,S,43,0,I9,52,18,11714,IRISH,ENGLISH,36+ Years
677,7836,I45,I45,66,1,J,1,~,~,~,~,~,~,~,~,18,11213,JEWISH,ENGLISH,Missing
678,7840,L60,L60,15,~,K,1,G,E43,M,A,43,0,I6,51,18,11716,IRISH,UNKNOWN,36+ Years
679,7801,H42,H42,26,~,L,2,G,E39,F,S,18,1,I4,53,3,11726,UKRAINIAN,UNKNOWN,16-20 Years
680,7803,K58,K58,1,1,K,2,G,E61,F,S,21,0,K5,11,18,10573,ENGLISH,ENGLISH,20-25 Years
681,7876,I45,I45,19,1,E,8,D,E41,M,A,0,0,I6,53,3,7438,ITALIAN,ENGLISH,0 Years
682,7868,G38,G38,1,1,K,1,I,E29,U,S,33,0,I1,55,5,11772,ENGLISH,ENGLISH,31-35 Years
683,7801,N65,N65,10,1,K,3,J,E68,M,S,19,0,K2,12,18,11743,GERMAN,ENGLISH,16-20 Years
684,7802,J49,J49,XW,1,M,2,E,E54,F,S,16,0,I6,51,18,7621,Grenada,ENGLISH,16-20 Years
685,7801,K56,K56,1,1,K,4,E,E23,M,S,22,3,I4,52,18,11729,ENGLISH,ENGLISH,20-25 Years
686,7806,D21,D21,E2,1,A,1,D,~,M,S,24,0,U0,0,18,6615,AFRICAN AMERICAN,ENGLISH,20-25 Years
687,7836,E27,E27,30,30,L,2,C,~,F,~,4,0,I3,52,18,11235,RUSSIAN,RUSSIAN,1-5 Years
688,7817,L61,L61,20,1,O,1,G,E65,F,S,3,0,K3,12,18,12514,HISPANIC,ENGLISH,1-5 Years
689,7864,K56,K56,30,1,L,4,E,E59,F,A,9,0,I6,53,18,07726A,RUSSIAN,ENGLISH,6-10 Years
690,7801,P71,P71,1,1,K,2,G,E65,M,S,28,0,I9,53,18,11576M,ENGLISH,ENGLISH,26-30 Years
691,7801,K56,K56,19,1,E,2,F,E23,M,S,13,1,I4,52,18,11514,ITALIAN,ENGLISH,11-15 Years
692,7858,L63,L63,19,1,E,1,E,E76,M,S,48,0,K1,13,18,11530,ITALIAN,ENGLISH,36+ Years
693,7839,J52,J52,2,1,K,8,E,E66,F,S,7,0,K9,11,18,11933,SCOTTISH,ENGLISH,6-10 Years
694,7866,H42,H42,22,1,L,1,F,E53,M,S,29,1,K1,13,18,7719,POLISH,ENGLISH,26-30 Years
695,7801,J51,J51,19,1,E,1,E,E81,U,S,47,0,I9,51,3,11704,ITALIAN,ENGLISH,36+ Years
696,7875,J54,J54,1,1,K,3,K,E49,M,S,4,0,I1,54,18,8854,ENGLISH,ENGLISH,1-5 Years
697,7840,I48,I48,2,1,K,6,G,E38,F,S,0,0,I4,51,18,11787,SCOTTISH,ENGLISH,0 Years
698,7804,G35,G35,20,1,O,1,G,E38,F,A,6,0,I3,51,18,7002,HISPANIC,ENGLISH,6-10 Years
699,7808,N67,N67,15,1,K,2,A,E55,F,S,20,0,K1,12,18,6903,IRISH,ENGLISH,16-20 Years
700,7875,B12,B12,34,34,I,11,C,~,U,~,3,0,I6,52,3,8817,PERSIAN,FARSI,1-5 Years
701,7801,N67,N67,30,1,L,2,L,~,M,~,8,0,I3,51,18,11568,RUSSIAN,ENGLISH,6-10 Years
702,7801,K58,K58,66,1,J,2,F,E64,M,S,35,0,I8,51,18,11803,JEWISH,ENGLISH,31-35 Years
703,7836,E22,E22,20,20,O,3,D,I28,M,A,0,0,I8,51,5,11208,HISPANIC,SPANISH,0 Years
704,7866,J52,J52,15,1,K,4,F,E51,F,A,17,1,I5,51,5,7719,IRISH,ENGLISH,16-20 Years
705,7801,N65,N65,19,1,E,3,I,E50,M,S,22,0,K1,54,18,11746,ITALIAN,ENGLISH,20-25 Years
706,7801,J51,J51,2,1,K,3,G,E43,M,S,17,3,K3,11,18,11714,SCOTTISH,ENGLISH,16-20 Years
707,7801,H39,H39,1,1,K,3,A,E68,F,A,0,0,K9,11,18,11735,ENGLISH,ENGLISH,0 Years
708,7801,L63,L63,19,1,E,1,E,E42,M,S,36,0,I6,51,18,11501,ITALIAN,ENGLISH,36+ Years
709,7803,B12,B12,20,1,O,7,A,I42,F,A,0,0,I3,51,3,10701,HISPANIC,ENGLISH,0 Years
710,7858,N66,N66,10,1,K,2,F,E53,M,S,52,0,I1,52,18,11793,GERMAN,ENGLISH,36+ Years
711,7837,D18,D18,~,~,~,~,~,~,~,~,~,~,~,~,5,10451,UNKNOWN,UNKNOWN,Missing
712,7840,J52,J52,19,1,E,2,F,E49,M,A,6,0,K1,11,18,11779,ITALIAN,ENGLISH,6-10 Years
713,7806,N66,N66,19,1,E,2,H,E54,F,S,8,0,I5,53,18,6824,ITALIAN,ENGLISH,6-10 Years
714,7808,L61,L61,66,1,J,1,J,E67,M,S,43,1,K3,14,18,6851,JEWISH,ENGLISH,36+ Years
715,7806,L61,L61,40,1,L,2,G,E68,M,A,31,0,I9,12,18,6460,SLOVENIAN,ENGLISH,31-35 Years
716,7882,F31,F31,20,1,O,4,E,~,U,~,8,0,I8,55,3,10566,HISPANIC,ENGLISH,6-10 Years
717,7874,J52,J52,19,1,E,2,D,I59,F,P,5,0,I6,51,18,8501,ITALIAN,ENGLISH,1-5 Years
718,7803,J49,J49,22,1,L,4,D,I37,F,A,1,0,I3,53,18,10549,POLISH,ENGLISH,1-5 Years
719,7862,N66,N66,50,7A,C,6,K,E37,F,A,8,0,I3,53,3,7030,INDIAN,HINDI,6-10 Years
720,7836,F31,F31,12,12,L,2,A,~,M,~,7,0,I6,51,18,11219,HUNGARIAN,HUNGARIAN,6-10 Years
721,7870,L62,L62,19,1,E,1,K,E68,F,A,9,0,I9,52,5,07405A,ITALIAN,ENGLISH,6-10 Years
722,7869,J52,J52,20,20,O,5,E,E36,M,A,10,1,I6,55,18,10606,HISPANIC,SPANISH,6-10 Years
723,7801,O68,O68,19,1,E,1,E,E54,F,S,17,0,I8,54,18,11721,ITALIAN,ENGLISH,16-20 Years
724,7858,P70,P70,20,20,O,1,C,E83,F,S,44,0,I9,51,18,11783,HISPANIC,SPANISH,36+ Years
725,7818,J49,J49,19,19,E,1,E,E76,F,S,45,0,I9,11,18,11706,ITALIAN,ITALIAN,36+ Years
726,7808,H42,H42,10,1,K,1,B,E71,F,S,37,0,I9,51,5,6906,GERMAN,ENGLISH,36+ Years
727,7803,J53,J53,19,1,E,3,H,E51,F,S,20,0,I1,14,18,10541,ITALIAN,ENGLISH,16-20 Years
728,7858,N65,N65,15,1,K,1,G,~,U,~,36,0,I6,51,18,11570,IRISH,ENGLISH,36+ Years
729,7868,D20,D20,22,1,L,4,A,E70,M,A,3,0,I9,54,18,11779,POLISH,ENGLISH,1-5 Years
730,7801,L63,L63,10,1,K,3,F,E67,M,S,23,0,I9,54,18,11758,GERMAN,ENGLISH,20-25 Years
731,7858,F33,F33,19,1,E,3,F,E61,M,S,0,1,I1,54,3,11010,ITALIAN,ENGLISH,0 Years
732,7839,H39,H39,D5,1,A,1,D,E84,F,S,53,0,I9,51,18,11901B,AFRICAN AMERICAN,ENGLISH,36+ Years
733,7804,B12,B12,20,20,O,3,B,E28,M,A,1,0,I8,51,3,7002,HISPANIC,SPANISH,1-5 Years
734,7858,J52,J52,23,1,L,3,E,E66,F,A,47,0,I9,51,18,11003,ESTONIAN,ENGLISH,36+ Years
735,7868,J52,J52,15,1,K,4,E,~,M,S,36,0,U0,0,18,11784,IRISH,ENGLISH,36+ Years
736,7801,J52,J52,11,1,K,3,J,E73,F,S,11,0,K3,13,18,11726,AUSTRIAN,ENGLISH,11-15 Years
737,7858,K58,K58,18,1,K,3,C,E51,F,A,4,0,I3,12,18,11561,SWISS,ENGLISH,1-5 Years
738,7801,N65,N65,19,1,E,2,F,E57,M,S,15,0,K6,51,5,11746,ITALIAN,ENGLISH,11-15 Years
739,7858,N67,N67,20,20,O,1,L,E75,F,S,30,0,I9,52,18,11530,HISPANIC,SPANISH,26-30 Years
740,7836,A05,A05,20,20,O,4,A,E51,M,A,10,0,I8,55,3,11212,HISPANIC,SPANISH,6-10 Years
741,7858,N66,N66,15,1,K,2,H,E50,F,S,21,2,K1,51,18,11793,IRISH,ENGLISH,20-25 Years
742,7874,L61,L61,1,1,K,1,G,E64,F,S,37,0,I5,52,18,08619J,ENGLISH,ENGLISH,36+ Years
743,7836,G35,G35,85,1,A,3,B,E58,M,A,6,0,I8,55,18,11216,AFRICAN AMERICAN,ENGLISH,6-10 Years
744,7836,D21,D21,S1,1,A,4,A,~,U,~,9,0,I8,51,18,11221,AFRICAN AMERICAN,ENGLISH,6-10 Years
745,7801,J53,J53,1,1,K,2,H,E50,F,S,20,1,I1,14,18,11040,ENGLISH,ENGLISH,16-20 Years
746,7839,H42,H42,30,1,L,1,H,E68,F,S,6,0,K4,14,3,11901A,RUSSIAN,ENGLISH,6-10 Years
747,7882,B12,B12,~,~,~,~,E,E32,M,A,0,1,I6,55,18,10923,UNKNOWN,UNKNOWN,0 Years
748,7858,J51,J51,10,1,K,2,H,E47,F,S,18,4,I5,11,18,11710,GERMAN,ENGLISH,16-20 Years
749,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
750,7876,I45,I45,30,1,L,3,E,E32,F,S,7,0,I1,13,18,7849,RUSSIAN,ENGLISH,6-10 Years
751,7801,N67,N67,66,1,J,3,J,I30,M,S,6,1,I3,54,18,11576M,JEWISH,ENGLISH,6-10 Years
752,7837,C14,C14,50,1,C,8,D,~,U,~,8,0,I8,55,3,10467,INDIAN,ENGLISH,6-10 Years
753,7801,L63,L63,20,~,O,2,G,E63,F,S,11,0,I3,54,18,11040,HISPANIC,UNKNOWN,11-15 Years
754,7801,L60,L60,I1,1,A,6,H,E67,M,S,3,0,I9,51,18,11704,AFRICAN AMERICAN,ENGLISH,1-5 Years
755,7868,L60,L60,19,1,E,1,D,E68,U,S,43,0,K6,15,18,11784,ITALIAN,ENGLISH,36+ Years
756,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
757,7801,L62,L62,1,1,K,2,D,~,M,S,33,0,U0,0,18,11768,ENGLISH,ENGLISH,31-35 Years
758,7868,K58,K58,1,1,K,8,D,E54,F,S,1,2,K3,11,18,11772,ENGLISH,ENGLISH,1-5 Years
759,7840,J52,J52,22,1,L,6,E,E51,F,S,27,1,I8,51,18,11730,POLISH,ENGLISH,26-30 Years
760,7806,H42,H42,12,1,L,1,G,E87,M,S,44,0,K1,14,5,6824,HUNGARIAN,ENGLISH,36+ Years
761,7865,F33,F33,1,1,K,5,E,E52,M,A,14,0,I6,55,18,7731,ENGLISH,ENGLISH,11-15 Years
762,7882,J54,J54,33,1,E,2,G,E38,M,A,0,0,I2,54,18,10591,GREEK,ENGLISH,0 Years
763,7801,K58,K58,15,1,K,2,G,E61,M,S,31,0,K6,11,18,11758,IRISH,ENGLISH,31-35 Years
764,7840,N65,N65,15,1,K,3,E,E74,M,S,31,0,I9,51,18,11787,IRISH,ENGLISH,31-35 Years
765,7840,K58,K58,19,1,E,3,F,~,F,~,24,0,I5,51,18,11706,ITALIAN,ENGLISH,20-25 Years
766,7836,K55,K55,8U,1,M,4,G,I31,U,A,0,0,I3,52,18,11236,HAITIAN,ENGLISH,0 Years
767,7839,L60,L60,33,~,E,3,G,E83,F,S,19,0,K9,14,18,11971,GREEK,UNKNOWN,16-20 Years
768,7868,J52,J52,1,1,K,2,E,E48,F,S,47,0,K5,14,18,11776,ENGLISH,ENGLISH,36+ Years
769,7877,N66,N66,1,1,K,1,F,E51,M,S,22,2,K6,51,3,10990,ENGLISH,ENGLISH,20-25 Years
770,7801,K56,K56,66,1,J,3,F,E64,M,S,36,3,I6,54,18,11762,JEWISH,ENGLISH,36+ Years
771,7840,L61,L61,1,1,K,1,F,E43,M,S,48,1,I1,55,3,11727,ENGLISH,ENGLISH,36+ Years
772,7840,F31,F31,19,1,E,2,E,E54,F,S,18,0,I5,51,18,11778,ITALIAN,ENGLISH,16-20 Years
773,7801,P70,P70,33,1,E,4,J,E68,M,S,11,0,K9,14,18,11731,GREEK,ENGLISH,11-15 Years
774,7876,L62,L62,20,1,O,1,D,E83,M,S,35,0,K6,51,5,7981,HISPANIC,ENGLISH,31-35 Years
775,7840,J51,J51,~,~,~,~,E,E53,F,S,15,3,K9,12,18,11767,UNKNOWN,UNKNOWN,11-15 Years
776,7801,L63,L63,15,1,K,1,A,~,F,~,4,0,I9,55,5,11701,IRISH,ENGLISH,1-5 Years
777,7806,D20,D20,21,21,Z,9,H,E60,M,A,8,0,I6,51,18,6606,PORTUGUESE,PORTUGUESE,6-10 Years
778,7837,F31,F31,20,20,O,3,A,E51,U,A,7,0,I8,55,18,10473,HISPANIC,SPANISH,6-10 Years
779,7801,P70,P70,10,1,K,1,K,E68,M,S,36,0,K3,14,18,11747,GERMAN,ENGLISH,36+ Years
780,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
781,7868,F33,F33,19,20,E,9,B,E43,F,A,0,0,I3,51,18,11776,ITALIAN,SPANISH,0 Years
782,7837,K55,K55,XB,1,M,1,F,E61,F,A,2,1,I8,53,18,10469,OTHER CARIBBEAN,ENGLISH,1-5 Years
783,7862,I46,I46,50,7A,C,7,E,E25,M,A,1,0,I8,52,3,7030,INDIAN,HINDI,1-5 Years
784,7803,G38,G38,15,1,K,3,F,E61,M,A,22,0,I1,53,18,10704,IRISH,ENGLISH,20-25 Years
785,7875,J54,J54,31,1,J,3,H,E25,M,S,10,0,I6,53,18,8904,TURKISH,ENGLISH,6-10 Years
786,7858,K55,K55,~,~,~,~,G,~,M,~,9,0,I8,52,3,11553,UNKNOWN,UNKNOWN,6-10 Years
787,7848,P71,P71,13,1,L,2,E,E71,M,S,25,1,I9,14,18,11023D,CZECH,ENGLISH,20-25 Years
788,7858,J52,J52,19,~,E,4,I,E49,M,S,19,0,I1,52,18,11756,ITALIAN,UNKNOWN,16-20 Years
789,7840,K55,K55,10,1,K,3,F,E61,F,S,29,0,I5,12,18,11953,GERMAN,ENGLISH,26-30 Years
790,7868,L60,L60,1,1,K,1,G,E68,M,S,42,0,I9,51,18,11784,ENGLISH,ENGLISH,36+ Years
791,7870,F30,F30,20,20,O,2,F,E61,M,A,8,0,I6,51,18,7055,HISPANIC,SPANISH,6-10 Years
792,7801,N65,N65,33,1,E,3,J,~,M,~,30,0,I5,53,18,11040,GREEK,ENGLISH,26-30 Years
793,7840,N65,N65,10,1,K,2,H,E45,M,A,8,0,I2,53,18,11754,GERMAN,ENGLISH,6-10 Years
794,7836,N66,N66,30,1,L,3,H,E37,F,S,0,1,I3,52,18,11210,RUSSIAN,ENGLISH,0 Years
795,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
796,7881,K57,K57,19,1,E,1,L,I68,M,S,21,0,I8,52,18,6795,ITALIAN,ENGLISH,20-25 Years
797,7858,K55,K55,20,1,O,1,F,E77,F,S,52,1,I9,51,18,11520,HISPANIC,ENGLISH,36+ Years
798,7858,K56,K56,10,1,K,2,F,E58,M,S,25,1,K6,11,18,11756,GERMAN,ENGLISH,20-25 Years
799,7866,K58,K58,2,1,K,4,K,E56,M,A,11,0,I1,54,3,8750,SCOTTISH,ENGLISH,11-15 Years
800,7818,H39,H39,20,20,O,5,I,E65,F,A,6,0,I9,55,18,11706,HISPANIC,SPANISH,6-10 Years
801,7858,N65,N65,1,1,K,1,F,E61,M,S,28,1,I5,53,18,11566,ENGLISH,ENGLISH,26-30 Years
802,7840,J49,J49,20,1,O,1,G,E37,F,S,9,5,I1,53,18,11738,HISPANIC,ENGLISH,6-10 Years
803,7868,J51,J51,19,1,E,1,F,E43,M,S,12,3,I1,51,18,11967,ITALIAN,ENGLISH,11-15 Years
804,7808,F29,F29,~,~,~,9,C,E70,F,A,19,0,I9,51,18,6851,UNKNOWN,UNKNOWN,16-20 Years
805,7870,J50,J50,10,1,K,3,G,E60,F,A,8,0,K3,11,18,7407,GERMAN,ENGLISH,6-10 Years
806,7840,J53,J53,19,1,E,3,A,E52,M,S,24,3,K4,13,18,11779,ITALIAN,ENGLISH,20-25 Years
807,7836,H39,H39,E2,1,A,1,B,E64,F,A,17,0,I8,51,18,11225,AFRICAN AMERICAN,ENGLISH,16-20 Years
808,7858,J51,J51,20,1,O,2,F,E50,M,S,19,3,I2,52,18,11590,HISPANIC,ENGLISH,16-20 Years
809,7816,K58,K58,17,1,K,1,E,E70,M,P,15,0,I9,54,3,11930,FRENCH,ENGLISH,11-15 Years
810,7840,H42,H42,17,1,K,3,F,~,F,~,19,0,I8,51,18,11961,FRENCH,ENGLISH,16-20 Years
811,7837,A06,A06,A5,1,A,3,B,E34,F,A,12,2,I8,52,5,10462,AFRICAN AMERICAN,ENGLISH,11-15 Years
812,7873,O68,O68,QQ,1,L,2,H,E57,M,S,15,0,K4,51,18,10952,Yugoslavia (name changed to,ENGLISH,11-15 Years
813,7802,L62,L62,2,1,K,4,G,I32,M,S,4,1,I6,53,18,7642,SCOTTISH,ENGLISH,1-5 Years
814,7875,F31,F31,20,20,O,5,E,~,F,~,21,0,I6,53,18,8901,HISPANIC,SPANISH,20-25 Years
815,7801,F32,F32,20,20,O,13,G,I19,F,S,11,1,I8,51,18,11590,HISPANIC,SPANISH,11-15 Years
816,7837,D18,D18,85,1,A,5,A,I54,M,A,2,0,I4,52,3,10454,AFRICAN AMERICAN,ENGLISH,1-5 Years
817,7803,K56,K56,22,1,L,1,F,E58,F,S,33,0,K3,12,18,10579,POLISH,ENGLISH,31-35 Years
818,7875,G38,G38,1,~,K,1,C,E50,F,S,24,0,I5,11,18,8879,ENGLISH,UNKNOWN,20-25 Years
819,7862,B11,B11,20,1,O,7,A,I26,F,A,6,0,I8,55,3,7030,HISPANIC,ENGLISH,6-10 Years
820,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
821,7840,N66,N66,1,1,K,1,I,E50,M,S,8,2,K3,14,18,11792,ENGLISH,ENGLISH,6-10 Years
822,7801,K58,K58,19,1,E,3,I,E54,M,A,16,0,I2,51,18,11703,ITALIAN,ENGLISH,16-20 Years
823,7858,K58,K58,20,20,O,2,L,E62,F,S,12,1,I5,55,18,11003,HISPANIC,SPANISH,11-15 Years
824,7801,N67,N67,50,1,C,1,E,E81,M,S,17,0,I9,52,18,11765,INDIAN,ENGLISH,16-20 Years
825,7858,L61,L61,19,1,E,1,D,E71,M,S,36,0,I9,53,18,11510,ITALIAN,ENGLISH,36+ Years
826,7870,F30,F30,20,20,O,6,C,E41,M,A,19,4,K1,12,3,7055,HISPANIC,SPANISH,16-20 Years
827,7868,J51,J51,2,1,K,9,F,I57,M,S,16,0,I3,51,18,11720,SCOTTISH,ENGLISH,16-20 Years
828,7869,J52,J52,57,57,N,6,B,~,M,~,2,0,I6,54,18,10606,JAPANESE,JAPANESE,1-5 Years
829,7818,J51,J51,15,1,K,3,G,E56,M,S,25,2,I1,55,18,11751,IRISH,ENGLISH,20-25 Years
830,7803,A06,A06,20,1,O,9,D,~,U,~,7,0,I8,51,18,10703,HISPANIC,ENGLISH,6-10 Years
831,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
832,7806,C14,C14,85,1,A,12,A,I58,M,S,2,0,I6,51,18,6610,AFRICAN AMERICAN,ENGLISH,1-5 Years
833,7839,D20,D20,20,1,O,4,B,I64,U,A,3,0,I6,51,5,11901A,HISPANIC,ENGLISH,1-5 Years
834,7803,L63,L63,2,1,K,2,E,E68,M,S,10,0,I9,54,18,10705,SCOTTISH,ENGLISH,6-10 Years
835,7858,J53,J53,16,1,K,2,F,E38,F,S,2,0,I1,14,18,11793,WELSH,ENGLISH,1-5 Years
836,7868,J49,J49,53,53,N,1,F,E46,M,S,20,0,I6,54,18,11784,CHINESE,CHINESE (MANDARIN,
837,7882,J54,J54,1,1,K,4,G,I29,F,S,0,0,I8,52,18,10567,ENGLISH,ENGLISH,0 Years
838,7801,L62,L62,19,1,E,2,D,E93,M,S,58,0,K9,12,18,11714,ITALIAN,ENGLISH,36+ Years
839,7801,J53,J53,1,1,K,1,K,E46,M,S,20,4,I2,51,18,11803,ENGLISH,ENGLISH,16-20 Years
840,7875,F32,F32,20,20,O,1,E,~,F,~,4,0,I8,51,3,7747,HISPANIC,SPANISH,1-5 Years
841,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
842,7875,K55,K55,15,1,K,1,H,E58,M,S,21,1,K1,13,18,8902,IRISH,ENGLISH,20-25 Years
843,7870,E26,E26,~,~,~,5,K,E34,M,S,3,1,I6,51,18,7603,UNKNOWN,UNKNOWN,1-5 Years
844,7858,J53,J53,10,1,K,4,F,E37,M,S,3,1,I2,13,18,11554,GERMAN,ENGLISH,1-5 Years
845,7837,A01,A01,20,20,O,12,C,E57,F,A,11,0,I3,51,18,10452,HISPANIC,SPANISH,11-15 Years
846,7858,G35,G35,20,20,O,2,G,I28,M,M,0,0,I8,53,18,11550,HISPANIC,SPANISH,0 Years
847,7870,K58,K58,19,1,E,12,E,I29,M,A,0,0,I6,52,18,7407,ITALIAN,ENGLISH,0 Years
848,7801,K58,K58,15,1,K,3,G,E57,M,S,29,0,K1,12,18,11758,IRISH,ENGLISH,26-30 Years
849,7801,P71,P71,15,1,K,1,L,E79,F,A,14,0,I9,13,18,11765,IRISH,ENGLISH,11-15 Years
850,7801,E23,E23,20,20,O,12,H,I46,M,S,3,0,I6,55,18,11726,HISPANIC,SPANISH,1-5 Years
851,7837,B08,B08,~,~,~,~,B,~,F,~,12,0,I8,55,18,10453,UNKNOWN,UNKNOWN,11-15 Years
852,7840,J52,J52,20,~,O,3,J,E50,F,S,3,0,I5,52,18,11722,HISPANIC,UNKNOWN,1-5 Years
853,7836,F31,F31,20,20,O,1,A,E76,F,A,3,0,I9,55,5,11207,HISPANIC,SPANISH,1-5 Years
854,7801,J53,J53,19,20,E,1,G,E55,M,S,22,2,K6,11,3,11731,ITALIAN,SPANISH,20-25 Years
855,7801,J52,J52,19,1,E,6,H,E52,F,S,12,0,I5,11,18,11757,ITALIAN,ENGLISH,11-15 Years
856,7875,L62,L62,1,1,K,1,D,E85,M,S,47,0,K9,12,5,8817,ENGLISH,ENGLISH,36+ Years
857,7836,L62,L62,19,1,E,1,D,E89,F,A,21,0,I9,53,5,11234,ITALIAN,ENGLISH,20-25 Years
858,7840,J54,J54,10,1,K,1,H,E43,F,S,6,0,I3,51,18,11766,GERMAN,ENGLISH,6-10 Years
859,7840,N66,N66,10,1,K,3,E,E54,M,S,29,0,I6,55,18,11787,GERMAN,ENGLISH,26-30 Years
860,7870,F31,F31,20,1,O,4,D,E41,F,A,2,0,I8,53,18,7011,HISPANIC,ENGLISH,1-5 Years
861,7840,F30,F30,20,20,O,4,G,E37,F,S,11,0,I8,51,18,11706,HISPANIC,SPANISH,11-15 Years
862,7840,J53,J53,19,1,E,3,H,E48,M,S,21,4,K1,14,18,11790,ITALIAN,ENGLISH,20-25 Years
863,7858,L60,L60,10,1,K,3,F,I51,M,S,0,0,I6,51,18,11554,GERMAN,ENGLISH,0 Years
